source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
Acinar_SC_53_s1-e6_1_2486	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_53_s1-e6_1_2486	1	444	run 444	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_53_s1-e6_1_2486.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_54_s1-e7_1_2487	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_54_s1-e7_1_2487	1	445	run 445	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_54_s1-e7_1_2487.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_55_s1-e8_1_2488	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_55_s1-e8_1_2488	1	446	run 446	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_55_s1-e8_1_2488.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_56_s1-e9_1_2489	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_56_s1-e9_1_2489	1	447	run 447	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_56_s1-e9_1_2489.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_57_s1-e10_1_2490	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_57_s1-e10_1_2490	1	448	run 448	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_57_s1-e10_1_2490.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_58_s1-e11_1_2491	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_58_s1-e11_1_2491	1	449	run 449	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_58_s1-e11_1_2491.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_59_s1-e12_1_2492	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_59_s1-e12_1_2492	1	450	run 450	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_59_s1-e12_1_2492.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_5_s1-a6_1_2438	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_5_s1-a6_1_2438	1	451	run 451	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_5_s1-a6_1_2438.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_60_s1-f1_1_2493	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_60_s1-f1_1_2493	1	452	run 452	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_60_s1-f1_1_2493.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_61_s1-f2_1_2494	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_61_s1-f2_1_2494	1	453	run 453	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_61_s1-f2_1_2494.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_62_s1-f3_1_2495	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_62_s1-f3_1_2495	1	454	run 454	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_62_s1-f3_1_2495.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_63_s1-f4_1_2496	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_63_s1-f4_1_2496	1	455	run 455	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_63_s1-f4_1_2496.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_64_s1-f5_1_2497	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_64_s1-f5_1_2497	1	456	run 456	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_64_s1-f5_1_2497.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_65_s1-f6_1_2498	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_65_s1-f6_1_2498	1	457	run 457	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_65_s1-f6_1_2498.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_66_s1-f7_1_2499	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_66_s1-f7_1_2499	1	458	run 458	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_66_s1-f7_1_2499.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_67_s1-f8_1_2500	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_67_s1-f8_1_2500	1	459	run 459	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_67_s1-f8_1_2500.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_68_s1-f9_1_2501	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_68_s1-f9_1_2501	1	460	run 460	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_68_s1-f9_1_2501.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_69_s1-f10_1_2502	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_69_s1-f10_1_2502	1	461	run 461	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_69_s1-f10_1_2502.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_6_s1-a7_1_2439	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_6_s1-a7_1_2439	1	462	run 462	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_6_s1-a7_1_2439.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_70_s1-f11_1_2503	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_70_s1-f11_1_2503	1	463	run 463	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_70_s1-f11_1_2503.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_71_s1-f12_1_2504	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_71_s1-f12_1_2504	1	464	run 464	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_71_s1-f12_1_2504.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_72_s1-g1_1_2505	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_72_s1-g1_1_2505	1	465	run 465	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_72_s1-g1_1_2505.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_73_s1-g2_1_2506	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_73_s1-g2_1_2506	1	466	run 466	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_73_s1-g2_1_2506.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
