source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[genotype]	characteristics[compound]	characteristics[dose]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[dose]
NeanTreat1_J20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_J20	1	not available	not available	44	run 142	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_J_J20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_J21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_J21	1	not available	not available	45	run 143	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_J_J21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_J22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_J22	1	not available	not available	46	run 144	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_J_J22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_J23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_J23	1	not available	not available	47	run 145	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_J_J23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_J23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_J23	1	not available	not available	47	run 146	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	2	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_J_J23_reinject10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_J24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_J24	1	not available	not available	48	run 147	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_J_J24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat1_J24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 1	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat1_J24	1	not available	not available	48	run 148	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat1	1	2	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat1_Row_J_J24_reinject10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 1
NeanTreat2_M1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M1	1	not available	not available	1	run 149	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M2	1	not available	not available	2	run 150	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M3	1	not available	not available	3	run 151	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M4	1	not available	not available	4	run 152	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M5	1	not available	not available	5	run 153	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M6	1	not available	not available	6	run 154	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M7	1	not available	not available	7	run 155	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M8	1	not available	not available	8	run 156	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M9	1	not available	not available	9	run 157	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M10	1	not available	not available	10	run 158	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M11	1	not available	not available	11	run 159	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M12	1	not available	not available	12	run 160	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M13	1	not available	not available	13	run 161	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M14	1	not available	not available	14	run 162	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M15	1	not available	not available	15	run 163	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M16	1	not available	not available	16	run 164	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M17	1	not available	not available	17	run 165	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
NeanTreat2_M18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=brain;AC=UBERON:0000955	NT=neural cell;AC=CL:0002319	normal	NOVA1 ar/ar	NT=lead diacetate;AC=CHEBI:31767	dose level 2	NT=single cell;AC=PRIDE:0000897	not applicable	NeanTreat2_M18	1	not available	not available	18	run 166	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	not available	not available	not available	400	1000	20	not available	NeanTreat2	1	1	20240626_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_NeanTreat2_Row_M_M18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NOVA1 ar/ar	dose level 2
